time,open,high,low,close,tick_volume
2023-01-04 16:00:00,1.06607,1.06731,1.06575,1.06633,730
2023-01-04 17:00:00,1.06633,1.06726,1.06595,1.06677,581
2023-01-04 18:00:00,1.06677,1.06717,1.06663,1.06674,716
2023-01-04 19:00:00,1.06674,1.06749,1.06666,1.06707,834
2023-01-04 20:00:00,1.06707,1.06722,1.06691,1.06718,1058
2023-01-04 21:00:00,1.06718,1.0672,1.0664,1.06697,1373
2023-01-04 22:00:00,1.06697,1.06718,1.06672,1.06709,1252
2023-01-04 23:00:00,1.06709,1.06819,1.06629,1.06758,1093
2023-01-05 00:00:00,1.06758,1.0682,1.06731,1.06757,2322
2023-01-05 01:00:00,1.06757,1.06838,1.06727,1.06807,2178
2023-01-05 02:00:00,1.06807,1.06862,1.06702,1.06723,1052
2023-01-05 03:00:00,1.06723,1.06785,1.06649,1.0675,1982
2023-01-05 04:00:00,1.0675,1.06869,1.06749,1.06752,1282
2023-01-05 05:00:00,1.06752,1.06779,1.06742,1.06743,2634
2023-01-05 06:00:00,1.06743,1.06794,1.06687,1.06746,1012
2023-01-05 07:00:00,1.06746,1.06751,1.0661,1.06682,1483
2023-01-05 08:00:00,1.06682,1.06744,1.06671,1.06675,1086
2023-01-05 09:00:00,1.06675,1.06687,1.06663,1.06686,2001
2023-01-05 10:00:00,1.06686,1.06753,1.06666,1.06734,1455
2023-01-05 11:00:00,1.06734,1.06799,1.06713,1.06717,1242
2023-01-05 12:00:00,1.06717,1.06742,1.06636,1.06691,948
2023-01-05 13:00:00,1.06691,1.06762,1.06654,1.06675,1087
2023-01-05 14:00:00,1.06675,1.0673,1.06649,1.06705,759
2023-01-05 15:00:00,1.06705,1.06746,1.06687,1.06715,593
2023-01-05 16:00:00,1.06715,1.06785,1.06615,1.06698,1520
2023-01-05 17:00:00,1.06698,1.0672,1.06674,1.06715,2459
2023-01-05 18:00:00,1.06715,1.06784,1.06661,1.06718,1875
2023-01-05 19:00:00,1.06718,1.06817,1.06704,1.06749,1631
2023-01-05 20:00:00,1.06749,1.06771,1.0671,1.06726,2902
2023-01-05 21:00:00,1.06726,1.06741,1.06633,1.06716,2642
2023-01-05 22:00:00,1.06716,1.06721,1.06665,1.06703,1367
2023-01-05 23:00:00,1.06703,1.06707,1.06601,1.06656,590
2023-01-06 00:00:00,1.06656,1.067,1.06578,1.06666,1979
2023-01-06 01:00:00,1.06666,1.06696,1.06663,1.06674,1454
2023-01-06 02:00:00,1.06674,1.06681,1.06612,1.06674,2931
2023-01-06 03:00:00,1.06674,1.06677,1.0661,1.06667,522
2023-01-06 04:00:00,1.06667,1.06713,1.06604,1.06621,2225
2023-01-06 05:00:00,1.06621,1.06627,1.06588,1.06608,522
2023-01-06 06:00:00,1.06608,1.06615,1.06592,1.06597,2221
2023-01-06 07:00:00,1.06597,1.06605,1.06491,1.06571,2858
2023-01-06 08:00:00,1.06571,1.06573,1.06531,1.06566,1940
2023-01-06 09:00:00,1.06566,1.06583,1.06563,1.06579,1856
2023-01-06 10:00:00,1.06579,1.06661,1.06508,1.06639,1074
2023-01-06 11:00:00,1.06639,1.06709,1.06626,1.06645,2650
2023-01-06 12:00:00,1.06645,1.06712,1.06565,1.06653,1327
2023-01-06 13:00:00,1.06653,1.06689,1.06626,1.06651,688
2023-01-06 14:00:00,1.06651,1.0679,1.06531,1.0659,959
2023-01-06 15:00:00,1.0659,1.06641,1.06518,1.06589,2736
2023-01-06 16:00:00,1.06589,1.06658,1.06548,1.06591,850
2023-01-06 17:00:00,1.06591,1.06706,1.06442,1.06669,1080
2023-01-06 18:00:00,1.06669,1.06773,1.0659,1.06663,2661
2023-01-06 19:00:00,1.06663,1.06685,1.06623,1.06673,2651
2023-01-06 20:00:00,1.06673,1.0678,1.06671,1.06672,1119
2023-01-06 21:00:00,1.06672,1.06749,1.06597,1.06634,2031
2023-01-06 22:00:00,1.06634,1.0677,1.06595,1.06671,1868
2023-01-06 23:00:00,1.06671,1.0677,1.06649,1.06695,2934
2023-01-09 00:00:00,1.06695,1.06765,1.06632,1.0672,2301
2023-01-09 01:00:00,1.0672,1.06777,1.06685,1.06691,1732
2023-01-09 02:00:00,1.06691,1.06762,1.06673,1.06736,972
2023-01-09 03:00:00,1.06736,1.0677,1.06674,1.06691,1358
2023-01-09 04:00:00,1.06691,1.06779,1.06648,1.0671,2940
2023-01-09 05:00:00,1.0671,1.06869,1.06692,1.0678,2212
2023-01-09 06:00:00,1.0678,1.06792,1.06734,1.06748,1015
2023-01-09 07:00:00,1.06748,1.06863,1.0669,1.0673,2893
2023-01-09 08:00:00,1.0673,1.06774,1.06628,1.06733,1875
2023-01-09 09:00:00,1.06733,1.06755,1.06702,1.06717,2594
2023-01-09 10:00:00,1.06717,1.0673,1.06657,1.06668,2890
2023-01-09 11:00:00,1.06668,1.06679,1.06584,1.0667,1042
2023-01-09 12:00:00,1.0667,1.06726,1.06559,1.06636,1559
2023-01-09 13:00:00,1.06636,1.06715,1.06558,1.06651,1256
2023-01-09 14:00:00,1.06651,1.0666,1.06618,1.06622,2898
2023-01-09 15:00:00,1.06622,1.06726,1.06597,1.06671,687
2023-01-09 16:00:00,1.06671,1.06689,1.06562,1.06646,2881
2023-01-09 17:00:00,1.06646,1.06649,1.06608,1.06636,982
2023-01-09 18:00:00,1.06636,1.06707,1.06616,1.06662,1739
2023-01-09 19:00:00,1.06662,1.06665,1.0661,1.06622,1681
2023-01-09 20:00:00,1.06622,1.06733,1.06598,1.0663,795
2023-01-09 21:00:00,1.0663,1.06743,1.06628,1.06672,544
2023-01-09 22:00:00,1.06672,1.06697,1.06584,1.0662,2542
2023-01-09 23:00:00,1.0662,1.06632,1.06618,1.06626,674
2023-01-10 00:00:00,1.06626,1.06656,1.06509,1.06634,1869
2023-01-10 01:00:00,1.06634,1.06723,1.06613,1.06659,2603
2023-01-10 02:00:00,1.06659,1.06661,1.06614,1.0662,2888
2023-01-10 03:00:00,1.0662,1.06691,1.06561,1.06578,2300
2023-01-10 04:00:00,1.06578,1.06636,1.06567,1.06594,2409
2023-01-10 05:00:00,1.06594,1.06641,1.06523,1.06604,2274
2023-01-10 06:00:00,1.06604,1.06709,1.06507,1.06612,2420
2023-01-10 07:00:00,1.06612,1.06623,1.06607,1.06623,2761
2023-01-10 08:00:00,1.06623,1.06702,1.06594,1.06601,2022
2023-01-10 09:00:00,1.06601,1.06642,1.06553,1.06608,1257
2023-01-10 10:00:00,1.06608,1.06663,1.06607,1.06618,1920
2023-01-10 11:00:00,1.06618,1.06658,1.06526,1.06595,996
2023-01-10 12:00:00,1.06595,1.0666,1.06543,1.06655,2720
2023-01-10 13:00:00,1.06655,1.06734,1.06612,1.0667,604
2023-01-10 14:00:00,1.0667,1.06714,1.06604,1.06632,978
2023-01-10 15:00:00,1.06632,1.06724,1.06614,1.06653,1922
2023-01-10 16:00:00,1.06653,1.06669,1.06549,1.06622,2981
2023-01-10 17:00:00,1.06622,1.06687,1.06611,1.06647,1192
2023-01-10 18:00:00,1.06647,1.06702,1.06635,1.06684,693
2023-01-10 19:00:00,1.06684,1.06709,1.06605,1.06657,1989
2023-01-10 20:00:00,1.06657,1.06714,1.06642,1.06688,558
2023-01-10 21:00:00,1.06688,1.06768,1.06608,1.06702,2386
2023-01-10 22:00:00,1.06702,1.06732,1.06642,1.06728,977
2023-01-10 23:00:00,1.06728,1.06804,1.06705,1.06789,1626
2023-01-11 00:00:00,1.06789,1.0681,1.06691,1.06781,2468
2023-01-11 01:00:00,1.06781,1.0679,1.06687,1.06757,1091
2023-01-11 02:00:00,1.06757,1.06779,1.0666,1.06728,1338
2023-01-11 03:00:00,1.06728,1.06733,1.06634,1.06702,1845
2023-01-11 04:00:00,1.06702,1.06792,1.06624,1.06699,1048
2023-01-11 05:00:00,1.06699,1.06727,1.0668,1.0671,720
2023-01-11 06:00:00,1.0671,1.06737,1.06702,1.06719,1375
2023-01-11 07:00:00,1.06719,1.0678,1.06639,1.06746,1696
2023-01-11 08:00:00,1.06746,1.0681,1.06679,1.06746,835
2023-01-11 09:00:00,1.06746,1.06866,1.06714,1.06793,724
2023-01-11 10:00:00,1.06793,1.06817,1.06761,1.06784,2582
2023-01-11 11:00:00,1.06784,1.06883,1.06753,1.06871,687
2023-01-11 12:00:00,1.06871,1.06948,1.06851,1.06891,1747
2023-01-11 13:00:00,1.06891,1.06933,1.06861,1.06864,1462
2023-01-11 14:00:00,1.06864,1.06929,1.06784,1.0683,993
2023-01-11 15:00:00,1.0683,1.06852,1.06813,1.06845,2386
2023-01-11 16:00:00,1.06845,1.06873,1.0682,1.06838,810
2023-01-11 17:00:00,1.06838,1.06886,1.06806,1.06861,2104
2023-01-11 18:00:00,1.06861,1.06917,1.06854,1.06876,2063
2023-01-11 19:00:00,1.06876,1.06951,1.06857,1.06874,868
2023-01-11 20:00:00,1.06874,1.06941,1.06821,1.06846,1245
2023-01-11 21:00:00,1.06846,1.0687,1.06717,1.06798,2578
2023-01-11 22:00:00,1.06798,1.06829,1.06778,1.06784,1755
2023-01-11 23:00:00,1.06784,1.06942,1.06777,1.06811,1497
2023-01-12 00:00:00,1.06811,1.06892,1.06796,1.06818,996
2023-01-12 01:00:00,1.06818,1.06885,1.06769,1.06778,2089
2023-01-12 02:00:00,1.06778,1.0679,1.06699,1.06784,1463
2023-01-12 03:00:00,1.06784,1.06812,1.06766,1.06796,2504
2023-01-12 04:00:00,1.06796,1.06863,1.06735,1.06768,1698
2023-01-12 05:00:00,1.06768,1.06787,1.06743,1.06772,2845
2023-01-12 06:00:00,1.06772,1.068,1.06721,1.06774,2314
2023-01-12 07:00:00,1.06774,1.06801,1.06728,1.06738,1888
2023-01-12 08:00:00,1.06738,1.06844,1.06714,1.06749,1609
2023-01-12 09:00:00,1.06749,1.06774,1.06741,1.06767,1076
2023-01-12 10:00:00,1.06767,1.06871,1.06733,1.06802,553
2023-01-12 11:00:00,1.06802,1.06881,1.06723,1.06836,728
2023-01-12 12:00:00,1.06836,1.06875,1.06747,1.06791,1278
2023-01-12 13:00:00,1.06791,1.06836,1.06682,1.06761,2057
2023-01-12 14:00:00,1.06761,1.06816,1.06638,1.06778,1484
2023-01-12 15:00:00,1.06778,1.06817,1.06771,1.06794,872
2023-01-12 16:00:00,1.06794,1.06924,1.06736,1.06811,968
2023-01-12 17:00:00,1.06811,1.06951,1.06806,1.06934,2967
2023-01-12 18:00:00,1.06934,1.06966,1.06914,1.06953,2349
2023-01-12 19:00:00,1.06953,1.07038,1.06946,1.06989,1031
2023-01-12 20:00:00,1.06989,1.07075,1.06971,1.0702,1923
2023-01-12 21:00:00,1.0702,1.07072,1.07018,1.07041,1707
2023-01-12 22:00:00,1.07041,1.07116,1.06996,1.0703,1061
2023-01-12 23:00:00,1.0703,1.07105,1.06975,1.07055,589
2023-01-13 00:00:00,1.07055,1.07114,1.06959,1.0703,2139
2023-01-13 01:00:00,1.0703,1.0708,1.07016,1.07022,1906
2023-01-13 02:00:00,1.07022,1.07057,1.06938,1.07007,868
2023-01-13 03:00:00,1.07007,1.07016,1.06981,1.07009,1792
2023-01-13 04:00:00,1.07009,1.07103,1.07,1.07084,514
2023-01-13 05:00:00,1.07084,1.07147,1.06999,1.07024,2891
2023-01-13 06:00:00,1.07024,1.07054,1.06973,1.07046,1718
2023-01-13 07:00:00,1.07046,1.07076,1.06956,1.06994,2445
2023-01-13 08:00:00,1.06994,1.07054,1.06953,1.06979,1559
2023-01-13 09:00:00,1.06979,1.07054,1.06932,1.07014,1416
2023-01-13 10:00:00,1.07014,1.07058,1.06983,1.07016,2752
2023-01-13 11:00:00,1.07016,1.0704,1.06915,1.06981,2174
2023-01-13 12:00:00,1.06981,1.07008,1.06794,1.06958,1275
2023-01-13 13:00:00,1.06958,1.07013,1.06919,1.0698,1580
2023-01-13 14:00:00,1.0698,1.06982,1.06943,1.06957,1633
2023-01-13 15:00:00,1.06957,1.06979,1.06913,1.06964,1185
2023-01-13 16:00:00,1.06964,1.06972,1.06957,1.06965,724
2023-01-13 17:00:00,1.06965,1.07084,1.06901,1.06944,563
2023-01-13 18:00:00,1.06944,1.07104,1.06936,1.07013,2287
2023-01-13 19:00:00,1.07013,1.07064,1.07008,1.07033,1460
2023-01-13 20:00:00,1.07033,1.07085,1.06963,1.06968,1875
2023-01-13 21:00:00,1.06968,1.0702,1.06896,1.06974,2867
2023-01-13 22:00:00,1.06974,1.06986,1.06856,1.06953,856
2023-01-13 23:00:00,1.06953,1.06995,1.06906,1.0698,592
2023-01-16 00:00:00,1.0698,1.07015,1.06887,1.06955,1823
2023-01-16 01:00:00,1.06955,1.07056,1.06941,1.06951,2017
2023-01-16 02:00:00,1.06951,1.07012,1.06903,1.06967,2177
2023-01-16 03:00:00,1.06967,1.07012,1.06965,1.06995,1912
2023-01-16 04:00:00,1.06995,1.0703,1.06922,1.06957,2134
2023-01-16 05:00:00,1.06957,1.07082,1.06896,1.06946,2981
2023-01-16 06:00:00,1.06946,1.06957,1.0689,1.06931,1625
2023-01-16 07:00:00,1.06931,1.07001,1.06895,1.0691,1340
2023-01-16 08:00:00,1.0691,1.06987,1.06907,1.06966,1901
2023-01-16 09:00:00,1.06966,1.07045,1.06946,1.06979,2106
2023-01-16 10:00:00,1.06979,1.06985,1.06851,1.06939,1397
2023-01-16 11:00:00,1.06939,1.07014,1.0691,1.06968,991
2023-01-16 12:00:00,1.06968,1.07084,1.06896,1.07037,2032
2023-01-16 13:00:00,1.07037,1.07103,1.06935,1.0707,2939
2023-01-16 14:00:00,1.0707,1.07121,1.07001,1.07021,2477
2023-01-16 15:00:00,1.07021,1.0704,1.06996,1.07005,2298
2023-01-16 16:00:00,1.07005,1.07096,1.06967,1.07046,1994
2023-01-16 17:00:00,1.07046,1.07105,1.06992,1.07023,1851
2023-01-16 18:00:00,1.07023,1.07041,1.0691,1.07038,2568
2023-01-16 19:00:00,1.07038,1.0708,1.0699,1.07062,1620
2023-01-16 20:00:00,1.07062,1.07124,1.06955,1.07033,2338
2023-01-16 21:00:00,1.07033,1.07093,1.06955,1.07031,2163
2023-01-16 22:00:00,1.07031,1.07053,1.06867,1.06927,2897
2023-01-16 23:00:00,1.06927,1.06995,1.0688,1.06894,1045
2023-01-17 00:00:00,1.06894,1.06947,1.0687,1.06886,1098
2023-01-17 01:00:00,1.06886,1.06899,1.06845,1.06846,2579
2023-01-17 02:00:00,1.06846,1.06961,1.06747,1.06898,2544
2023-01-17 03:00:00,1.06898,1.06923,1.06812,1.06852,758
2023-01-17 04:00:00,1.06852,1.06913,1.06831,1.06838,975
2023-01-17 05:00:00,1.06838,1.06913,1.06817,1.06842,2405
2023-01-17 06:00:00,1.06842,1.06966,1.06771,1.06888,1419
2023-01-17 07:00:00,1.06888,1.06933,1.06733,1.06842,2580
2023-01-17 08:00:00,1.06842,1.06918,1.06783,1.0688,887
2023-01-17 09:00:00,1.0688,1.06895,1.06869,1.0688,2361
2023-01-17 10:00:00,1.0688,1.06887,1.06761,1.06849,1297
2023-01-17 11:00:00,1.06849,1.06898,1.06829,1.06863,2117
2023-01-17 12:00:00,1.06863,1.06954,1.06842,1.0687,2425
2023-01-17 13:00:00,1.0687,1.06877,1.06809,1.0685,2315
2023-01-17 14:00:00,1.0685,1.06988,1.06821,1.06853,2127
2023-01-17 15:00:00,1.06853,1.0687,1.06827,1.0684,2771
2023-01-17 16:00:00,1.0684,1.06861,1.06782,1.06844,716
2023-01-17 17:00:00,1.06844,1.06869,1.06776,1.06865,2703
2023-01-17 18:00:00,1.06865,1.06934,1.06836,1.06916,1288
2023-01-17 19:00:00,1.06916,1.06956,1.06873,1.06876,2043
2023-01-17 20:00:00,1.06876,1.07001,1.06867,1.06945,2583
2023-01-17 21:00:00,1.06945,1.06959,1.06851,1.06882,2556
2023-01-17 22:00:00,1.06882,1.06899,1.06877,1.06877,1563
2023-01-17 23:00:00,1.06877,1.06898,1.06868,1.06896,2726
2023-01-18 00:00:00,1.06896,1.06906,1.06884,1.06905,2164
2023-01-18 01:00:00,1.06905,1.06945,1.06879,1.06885,872
2023-01-18 02:00:00,1.06885,1.06914,1.06814,1.06878,1469
2023-01-18 03:00:00,1.06878,1.06901,1.0683,1.06863,2189
2023-01-18 04:00:00,1.06863,1.0694,1.06809,1.06844,1947
2023-01-18 05:00:00,1.06844,1.06934,1.06808,1.06871,1014
2023-01-18 06:00:00,1.06871,1.06917,1.06863,1.06882,863
2023-01-18 07:00:00,1.06882,1.06923,1.06844,1.0686,2413
2023-01-18 08:00:00,1.0686,1.06937,1.06806,1.06889,2451
2023-01-18 09:00:00,1.06889,1.06934,1.06826,1.06899,1974
2023-01-18 10:00:00,1.06899,1.06951,1.0676,1.06925,2039
2023-01-18 11:00:00,1.06925,1.06996,1.06921,1.06945,1273
2023-01-18 12:00:00,1.06945,1.06959,1.06862,1.06919,828
2023-01-18 13:00:00,1.06919,1.07052,1.06832,1.06901,1293
2023-01-18 14:00:00,1.06901,1.07012,1.06881,1.06925,1461
2023-01-18 15:00:00,1.06925,1.06953,1.06891,1.06944,2917
2023-01-18 16:00:00,1.06944,1.06948,1.06925,1.06943,1096
2023-01-18 17:00:00,1.06943,1.06966,1.06896,1.06947,2377
2023-01-18 18:00:00,1.06947,1.07067,1.06937,1.06988,1910
2023-01-18 19:00:00,1.06988,1.07029,1.06868,1.06969,1637
2023-01-18 20:00:00,1.06969,1.07006,1.0692,1.06987,1070
2023-01-18 21:00:00,1.06987,1.07016,1.06932,1.0698,1561
2023-01-18 22:00:00,1.0698,1.06981,1.06951,1.06973,2068
2023-01-18 23:00:00,1.06973,1.07066,1.06886,1.07009,876
2023-01-19 00:00:00,1.07009,1.07055,1.06924,1.07035,2647
2023-01-19 01:00:00,1.07035,1.07099,1.07018,1.07061,2336
2023-01-19 02:00:00,1.07061,1.07117,1.06936,1.07103,2463
2023-01-19 03:00:00,1.07103,1.07174,1.07102,1.07104,2665
2023-01-19 04:00:00,1.07104,1.07131,1.07056,1.07126,2968
2023-01-19 05:00:00,1.07126,1.07181,1.07084,1.07116,1766
2023-01-19 06:00:00,1.07116,1.0716,1.07003,1.07126,1040
2023-01-19 07:00:00,1.07126,1.07196,1.07042,1.07122,1750
2023-01-19 08:00:00,1.07122,1.0714,1.07042,1.07125,2375
2023-01-19 09:00:00,1.07125,1.07212,1.07074,1.07144,1736
2023-01-19 10:00:00,1.07144,1.07154,1.07107,1.07118,612
2023-01-19 11:00:00,1.07118,1.07259,1.07113,1.07185,872
2023-01-19 12:00:00,1.07185,1.07186,1.07105,1.07153,2846
2023-01-19 13:00:00,1.07153,1.07188,1.07026,1.07114,2196
2023-01-19 14:00:00,1.07114,1.07225,1.07103,1.07151,1542
2023-01-19 15:00:00,1.07151,1.07186,1.07135,1.07176,1275
2023-01-19 16:00:00,1.07176,1.07207,1.07157,1.07197,1170
2023-01-19 17:00:00,1.07197,1.07281,1.07185,1.07217,510
2023-01-19 18:00:00,1.07217,1.07223,1.07145,1.07216,507
2023-01-19 19:00:00,1.07216,1.07282,1.07172,1.07187,2073
2023-01-19 20:00:00,1.07187,1.07297,1.07179,1.0719,1896
2023-01-19 21:00:00,1.0719,1.07213,1.07132,1.07168,960
2023-01-19 22:00:00,1.07168,1.07207,1.0714,1.072,2802
2023-01-19 23:00:00,1.072,1.07257,1.07164,1.07195,1851
2023-01-20 00:00:00,1.07195,1.07225,1.07163,1.07168,861
2023-01-20 01:00:00,1.07168,1.07219,1.07131,1.07158,1897
2023-01-20 02:00:00,1.07158,1.07184,1.07101,1.07171,1287
2023-01-20 03:00:00,1.07171,1.07261,1.0709,1.07153,708
2023-01-20 04:00:00,1.07153,1.07167,1.07055,1.07127,766
2023-01-20 05:00:00,1.07127,1.07147,1.0709,1.07134,1155
2023-01-20 06:00:00,1.07134,1.07156,1.07125,1.07142,1496
2023-01-20 07:00:00,1.07142,1.07219,1.07094,1.07126,1053
2023-01-20 08:00:00,1.07126,1.07206,1.07084,1.07111,2029
2023-01-20 09:00:00,1.07111,1.07124,1.07087,1.07118,2087
2023-01-20 10:00:00,1.07118,1.0719,1.07064,1.07072,920
2023-01-20 11:00:00,1.07072,1.07085,1.06953,1.07027,2855
2023-01-20 12:00:00,1.07027,1.07071,1.06981,1.07004,2684
2023-01-20 13:00:00,1.07004,1.07017,1.06942,1.06997,1942
2023-01-20 14:00:00,1.06997,1.07017,1.0695,1.07007,2742
2023-01-20 15:00:00,1.07007,1.07113,1.06973,1.07054,1618
2023-01-20 16:00:00,1.07054,1.07155,1.07046,1.07082,2013
2023-01-20 17:00:00,1.07082,1.07113,1.07008,1.07076,2426
2023-01-20 18:00:00,1.07076,1.07168,1.07051,1.07076,1548
2023-01-20 19:00:00,1.07076,1.07142,1.0699,1.07044,1755
2023-01-20 20:00:00,1.07044,1.07069,1.06992,1.07043,720
2023-01-20 21:00:00,1.07043,1.07073,1.07004,1.07034,2844
2023-01-20 22:00:00,1.07034,1.07132,1.07014,1.07044,1726
2023-01-20 23:00:00,1.07044,1.07131,1.07,1.07018,2471
2023-01-23 00:00:00,1.07018,1.07099,1.06975,1.07034,842
2023-01-23 01:00:00,1.07034,1.07086,1.06976,1.07083,1092
2023-01-23 02:00:00,1.07083,1.07129,1.07066,1.0708,1728
2023-01-23 03:00:00,1.0708,1.07114,1.07071,1.07093,2484
2023-01-23 04:00:00,1.07093,1.07118,1.06985,1.07115,1391
2023-01-23 05:00:00,1.07115,1.072,1.071,1.07102,2624
2023-01-23 06:00:00,1.07102,1.0715,1.07011,1.07109,2073
2023-01-23 07:00:00,1.07109,1.07119,1.07051,1.0711,1206
2023-01-23 08:00:00,1.0711,1.07152,1.07031,1.07113,2499
2023-01-23 09:00:00,1.07113,1.07123,1.07032,1.07088,1565
2023-01-23 10:00:00,1.07088,1.07123,1.07029,1.07089,1705
2023-01-23 11:00:00,1.07089,1.07153,1.07001,1.07105,1256
2023-01-23 12:00:00,1.07105,1.07213,1.07066,1.07151,1718
2023-01-23 13:00:00,1.07151,1.07292,1.07128,1.07182,2355
2023-01-23 14:00:00,1.07182,1.0729,1.07124,1.07252,2499
2023-01-23 15:00:00,1.07252,1.07252,1.07136,1.07227,2935
2023-01-23 16:00:00,1.07227,1.07309,1.07191,1.07255,2688
2023-01-23 17:00:00,1.07255,1.07379,1.07244,1.07261,1844
2023-01-23 18:00:00,1.07261,1.07403,1.0726,1.07331,947
2023-01-23 19:00:00,1.07331,1.07343,1.07235,1.07305,2316
2023-01-23 20:00:00,1.07305,1.07424,1.07196,1.07278,2840
2023-01-23 21:00:00,1.07278,1.07288,1.07234,1.07259,2277
2023-01-23 22:00:00,1.07259,1.07277,1.07164,1.07191,1338
2023-01-23 23:00:00,1.07191,1.07193,1.07101,1.07174,2129
2023-01-24 00:00:00,1.07174,1.07206,1.0714,1.07149,1163
2023-01-24 01:00:00,1.07149,1.07257,1.07135,1.07154,1264
2023-01-24 02:00:00,1.07154,1.07184,1.07138,1.07165,675
2023-01-24 03:00:00,1.07165,1.07298,1.07157,1.07225,1009
2023-01-24 04:00:00,1.07225,1.07286,1.07201,1.07256,1689
2023-01-24 05:00:00,1.07256,1.07278,1.07181,1.07237,1101
